Category,Description,Nutrient Data Bank Number,Carbohydrate,Cholesterol,Choline,Protein,SugarTotal,Water,MonosaturatedFat,FatPolysaturated,SaturatedFat,Fat,Vitamin
Cookie,"Cookie, vanilla sandwich, reduced fat",53243050,78.16,0,1.2,4.17,37.5,6.25,5.602,1.118,3.175,10.42,0
Cookie,"Cookie, butter or sugar, with chocolate icing or filling",53244010,68.83,1,6.7,4.1,33.8,2,2.7,5.1,14.8,23.5,0
Cookie,"Cookie, butter or sugar, with icing or filling other than chocolate",53244020,72.7,63,4.8,3.38,45.92,7.99,4.759,2.445,6.898,14.93,151
Cookie,"Cookie, tea, Japanese",53246000,84,2,6,4.2,45.42,8,1.345,0.466,0.669,2.7,1
Cookie,"Cookie, vanilla wafer",53247000,72.6,9,11.5,4.9,35.07,4.98,4.451,6.738,4.245,16.41,0
Cookie,"Cookie, vanilla wafer, reduced fat",53247050,73.6,51,27.6,5,37.5,5.1,6.544,3.887,3.838,15.2,8
Cookie,"Cookie, vanilla with caramel, coconut, and chocolate coating",53247500,64.1,2,11.4,3.5,35.8,5.7,2.8,3.7,17.7,25.8,6
Cookie,"Cookie, rugelach",53251100,70.9,0,14.6,3.7,46.36,16.5,3.003,2.772,1.123,7.3,9
Cookie,"Cookie, chocolate chip, sugar free",53260030,73.4,0,6.7,3.9,39.81,5.1,6.73,5.035,4.183,16.8,1
Cookie,"Cookie, oatmeal, sugar free",53260200,69.9,0,12,4.8,31.65,6.5,7.55,6.784,2.693,18,1
Cookie,"Cookie, sandwich, sugar free",53260300,68,0,9.8,4.5,19.73,4.2,9.207,7.919,3.992,22.1,1
Cookie,"Cookie, sugar or plain, sugar free",53260400,50.52,17,38.5,10.34,0,6.17,7.735,11.486,8.621,31.03,0
Cookie,"Cookie, sugar wafer, sugar free",53260500,66.26,0,1.2,3.57,0,0.7,12.137,10.748,4.257,28.57,0
Cookie,"Cookie, peanut butter, sugar free",53260600,50.52,17,38.5,10.34,0,6.17,7.735,11.486,8.621,31.03,0
Cookie,"Cookie, gluten free",53261000,76.03,0,19.6,2.19,49,2.84,6.142,1.807,7.905,17.89,0
Cookies,"Cookies, Puerto Rican style",53270100,67.37,21,16.8,5.99,23.31,2.75,10.095,2.734,8.82,22.91,0
Pie,"Pie, NFS",53300100,34,0,7.2,1.9,15.65,52.2,4.388,2.198,3.797,11,32
Pie,"Pie, individual size or tart, NFS",53300170,42.6,0,7.2,3,21.4,37.6,7.449,5.376,2.457,16.1,5
Pie,"Pie, fried, NFS",53300180,42.6,0,7.2,3,21.4,37.6,7.449,5.376,2.457,16.1,5
Pie,"Pie, apple, two crust",53301000,34,0,7.2,1.9,15.65,52.2,4.388,2.198,3.797,11,32
Pie,"Pie, apple, individual size or tart",53301070,42.6,0,7.2,3,21.4,37.6,7.449,5.376,2.457,16.1,5
Pie,"Pie, apple, fried pie",53301080,42.6,0,7.2,3,21.4,37.6,7.449,5.376,2.457,16.1,5
Pie,"Pie, apple, one crust",53301500,38.94,0,3.3,1.8,24.15,49.24,3.795,2.642,2.25,9.33,8
Pie,"Pie, apricot, two crust",53302000,39.07,0,3.8,3.16,18.35,44.12,5.091,3.537,3.073,12.57,42
Pie,"Pie, apricot, individual size or tart",53302070,42.6,0,7.2,3,21.4,37.6,7.449,5.376,2.457,16.1,5
Pie,"Pie, apricot, fried pie",53302080,42.6,0,7.2,3,21.4,37.6,7.449,5.376,2.457,16.1,5
Pie,"Pie, blackberry, two crust",53303000,35.21,0,6.5,2.81,16.09,48.81,5.027,3.586,2.918,12.36,19
Pie,"Pie, blackberry, individual size or tart",53303070,36.44,0,6.6,3.11,15,45.45,5.693,4.046,3.336,14,17
Pie,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust",53303500,39.56,0,4.9,2.6,17.32,43.23,5.696,3.942,3.313,13.83,17
Pie,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust",53303510,38.66,0,5,1.76,21.59,48.59,4.318,2.967,2.427,10.37,22
Pie,"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart",53303570,40.61,0,5.1,2.96,16,39.87,6.394,4.433,3.753,15.56,16
Pie,"Pie, blueberry, two crust",53304000,34.9,0,7.2,1.8,9.89,52.5,4.244,3.524,1.679,10,44
Pie,"Pie, blueberry, individual size or tart",53304070,38.67,0,5.4,2.81,17.32,43.65,5.693,3.984,3.342,13.92,14
Pie,"Pie, cherry, two crust",53305000,39.8,0,7.2,2,14.29,46.2,5.837,2.055,2.562,11,52
Pie,"Pie, cherry, one crust",53305010,36.66,0,4.4,2.08,22.08,51.92,3.517,2.442,2.082,8.62,29
Pie,"Pie, cherry, individual size or tart",53305070,39.8,0,7.2,2,14.29,46.2,5.837,2.055,2.562,11,52
Pie,"Pie, cherry, fried pie",53305080,42.6,0,7.2,3,21.4,37.6,7.449,5.376,2.457,16.1,5
Pie,"Pie, lemon, not cream or meringue",53305700,57.07,67,45.7,5.06,36.22,21.31,6.382,4.29,3.854,15.61,49
Pie,"Pie, lemon, not cream or meringue, individual size or tart",53305720,56.7,61,42.2,5.25,32.92,20.19,6.877,4.656,4.162,16.85,45
Pie,"Pie, lemon, fried pie",53305750,42.6,0,7.2,3,21.4,37.6,7.449,5.376,2.457,16.1,5
Pie,"Pie, mince, two crust",53306000,48,0,7.2,2.6,28.31,37.4,4.654,2.842,2.682,10.8,1
Pie,"Pie, peach, two crust",53307000,32.9,0,7.2,1.9,16.23,54.4,4.241,3.749,1.508,10,10
Pie,"Pie, peach, one crust",53307050,38.8,0,5.6,2.22,23.47,49.9,3.335,2.357,2.024,8.34,14
Pie,"Pie, peach, individual size or tart",53307070,39.28,0,5.5,3.21,16.36,42.14,5.749,4.036,3.504,14.25,9
Pie,"Pie, peach, fried pie",53307080,42.6,0,7.2,3,21.4,37.6,7.449,5.376,2.457,16.1,5
Pie,"Pie, pear, two crust",53307500,37.94,0,4.5,2.47,17.7,46.56,4.934,3.461,3.003,12.16,0
Pie,"Pie, pear, individual size or tart",53307570,39.02,0,4.6,2.82,16.38,42.99,5.729,4.014,3.489,14.12,0
Pie,"Pie, pineapple, two crust",53308000,34.73,0,3.8,2.56,15.56,49.77,4.887,3.425,2.987,12.1,1
Pie,"Pie, pineapple, individual size or tart",53308070,42.6,0,7.2,3,21.4,37.6,7.449,5.376,2.457,16.1,5
Pie,"Pie, raisin, two crust",53309000,36.92,0,3.8,2.66,18.27,48.49,4.425,3.098,2.718,10.96,0
Pie,"Pie, raisin, individual size or tart",53309070,40.44,0,4.3,3.16,18.08,41.88,5.468,3.828,3.355,13.53,0
Pie,"Pie, raspberry, one crust",53310000,35.42,0,9.1,2.06,19.64,53,3.56,2.628,1.981,8.81,19
Pie,"Pie, raspberry, two crust",53310050,36.35,0,8.4,2.71,15.86,47.63,5.036,3.632,2.921,12.43,15
Pie,"Pie, rhubarb, two crust",53311000,36.53,0,5.4,3.39,10.76,43.5,6.226,4.38,3.818,15.41,2
Pie,"Pie, strawberry, one crust",53312000,34.55,0,5.5,2.29,17.5,52.76,3.838,2.76,2.34,9.63,1
Pie,"Pie, strawberry-rhubarb, two crust",53313000,35.5,0,5.4,3.17,11.81,45.92,5.786,4.092,3.54,14.36,1
Pie,"Pie, strawberry, individual size or tart",53314000,36.26,0,5.6,2.82,15.34,47.47,5.029,3.584,3.069,12.54,0
Pie,"Pie, apple-sour cream",53340000,29.87,7,5.3,1.85,17.11,58.32,3.325,2.046,2.964,9.28,17
Pie,"Pie, cherry, made with cream cheese and sour cream",53340500,39.66,47,22.8,3.13,31.57,43.6,4.043,1.744,5.748,13.09,84
Pie,"Pie, banana cream",53341000,32.9,51,28.7,4.4,12.06,47.9,5.719,3.292,3.758,13.6,61
Pie,"Pie, banana cream, individual size or tart",53341070,31.01,38,30.9,4.52,13.92,52.55,4.192,2.789,3.022,10.83,39
Pie,"Pie, buttermilk",53341500,51.48,56,39.2,4.14,40.44,25.41,7.338,4.938,4.72,18.25,27
Pie,"Pie, chess",53341750,53.34,128,68.8,5.31,41.51,20.3,6.95,3.05,8.719,20.11,130
Pie,"Pie, chocolate cream",53342000,38.44,12,17.9,4.15,27.39,33.92,7.336,1.149,12.449,22.41,46
Pie,"Pie, chocolate cream, individual size or tart",53342070,36.08,38,33.1,5.3,17.79,43.33,5.35,3.048,4.682,13.93,14
Pie,"Pie, coconut cream",53343000,37.3,0,22.1,2.1,18.52,43.2,7.26,1.544,6.976,16.6,27
Pie,"Pie, coconut cream, individual size or tart",53343070,25.37,52,40.6,5.45,11.13,56.63,4.179,2.798,3.652,11.39,23
Pie,"Pie, custard",53344000,20.8,33,38,5.5,11.58,60.9,4.797,3.723,2.349,11.6,57
Pie,"Pie, custard, individual size or tart",53344070,26.41,55,42.8,5.74,11.68,61.53,1.835,1.216,1.316,4.75,24
Mixed fruit tart filled with custard or cream cheese,Mixed fruit tart filled with custard or cream cheese,53344200,20.7,47,32.6,3.54,11.07,66.2,3.248,0.868,3.811,8.72,73
Dessert pizza,Dessert pizza,53344300,32.31,3,9.7,1.87,15.75,57.64,4.652,0.56,1.918,7.56,15
Pie,"Pie, lemon cream",53345000,38.51,54,42,4.61,27.84,44.85,4.607,3.003,2.643,10.95,56
Pie,"Pie, lemon cream, individual size or tart",53345070,38.6,48,38.2,4.68,24.99,42.99,5.258,3.48,3.059,12.59,51
Pie,"Pie, peanut butter cream",53346000,34.04,40,41.2,7.73,18.52,42.05,6.218,3.507,3.758,14.61,49
Pie,"Pie, pineapple cream",53346500,28.9,37,28.1,3.77,17.67,58.89,2.948,1.944,2.163,7.68,33
Pie,"Pie, pumpkin",53347000,34.83,26,37.5,3.9,18.88,50.39,4.6,1.77,1.988,9.75,448
Pie,"Pie, pumpkin, individual size or tart",53347070,34.83,26,37.5,3.9,18.88,50.39,4.6,1.77,1.988,9.75,448
Pie,"Pie, sour cream, raisin",53347500,34.12,58,31.4,5.06,14.02,36.85,7.904,4.381,7.857,22.63,87
Pie,"Pie, squash",53347600,26.64,38,32.1,4,15.62,60.29,3.02,2.004,2.313,8.01,120
Pie,"Pie, strawberry cream",53348000,26.27,19,6,1.65,16.98,60.79,3.392,1.622,4.982,10.76,69
Pie,"Pie, strawberry cream, individual size or tart",53348070,28.7,16,6,2.23,14.81,55.22,4.57,2.542,5.326,13.35,60
Pie,"Pie, sweet potato",53360000,29.03,59,27.5,3.26,16.59,51.6,4.708,1.788,7.607,15.08,512
Pie,"Pie, vanilla cream",53365000,32.6,62,32.8,4.8,12.68,47,6.043,3.438,4.03,14.4,83
Pie,"Pie, chiffon, not chocolate",53370000,40.09,122,79.9,6.66,26.71,40.53,4.691,3.068,3.165,11.83,53
Pie,"Pie, chiffon, chocolate",53371000,41.34,95,64.4,6.39,24,36.19,5.866,3.361,4.873,15.07,55
Pie,"Pie, black bottom",53373000,37.44,68,41.7,5.48,21.05,40.19,5.749,2.026,6.816,15.56,140
Pie,"Pie, lemon meringue",53381000,47.2,45,6.2,1.5,23.86,41.7,2.685,3.648,1.766,8.7,51
Pie,"Pie, lemon meringue, individual size or tart",53381070,47.2,45,6.2,1.5,23.86,41.7,2.685,3.648,1.766,8.7,51
Pie,"Pie, chocolate-marshmallow",53382000,47.26,9,19.3,4.61,35.32,26.26,6.181,3.302,9.773,20.65,96
Pie,"Pie, pecan",53385000,59.61,42,49.5,4.5,25.18,18.25,8.317,3.554,2.654,16.69,51
Pie,"Pie, pecan, individual size or tart",53385070,59.61,42,49.5,4.5,25.18,18.25,8.317,3.554,2.654,16.69,51
Pie,"Pie, oatmeal",53385500,59.91,67,48.8,5.12,41.84,18.13,6.691,4.454,3.658,15.82,85
Pie,"Pie, pudding, flavors other than chocolate",53386000,29.85,1,6.3,2.85,12.64,54.68,5.329,2.603,2.974,11.75,1
Pie,"Pie, Toll house chocolate chip",53387000,44.68,38,37.3,5.86,26.98,8.82,14.764,13.583,9.227,39.25,204
Pie,"Pie, shoo-fly",53390000,60.6,28,24.4,3.93,38.51,22.65,4.45,3.097,2.817,11.1,12
Pie,"Pie, tofu with fruit",53390100,22.06,19,28,4.78,16.71,60.08,5.096,4.202,2.284,12.13,102
Pie shell,Pie shell,53391000,56.24,0,13.4,6.5,4.23,7.18,13.562,3.568,9.277,28.59,0
Pie shell,"Pie shell, graham cracker",53391100,64.3,0,17.7,5.1,18.13,4.37,16.928,1.671,4.999,24.83,0
Pie shell,"Pie shell, chocolate wafer",53391150,64.48,0,16.4,6.08,26.31,4.99,14.482,2.035,4.725,22.42,0
Vanilla wafer dessert base,Vanilla wafer dessert base,53391200,50.2,39,22.7,3.7,7.33,8.5,15.647,10.682,7.434,36.2,269
Blintz,"Blintz, cheese-filled",53400200,20.09,85,63.5,9.06,9.51,61.23,2.911,1.577,2.142,7.65,85
Blintz,"Blintz, fruit-filled",53400300,24.74,67,50.8,5.57,16.39,62.49,2.488,1.432,1.688,6.23,91
Cobbler,"Cobbler, apple",53410100,36.38,0,5.4,2.31,23.13,55.25,1.974,1.394,1.193,4.95,5
Cobbler,"Cobbler, apricot",53410200,35.71,1,4.5,2.64,22.42,55.92,1.735,1.181,1.098,4.43,56
Cobbler,"Cobbler, berry",53410300,42.78,0,6.8,2.76,23.6,47.39,2.27,1.674,1.408,5.84,2
Cobbler,"Cobbler, cherry",53410500,35.62,0,5.5,2.36,21.37,55.7,2.1,1.471,1.234,5.18,26
Cobbler,"Cobbler, peach",53410800,38.42,0,6.6,2.48,23.63,53.19,1.854,1.341,1.136,4.75,12
Cobbler,"Cobbler, pear",53410850,42.06,1,6.2,2.15,24.68,49.76,1.933,1.371,1.269,4.93,7
Cobbler,"Cobbler, plum",53410880,38.28,1,4.1,2.28,24.09,53.56,1.871,1.272,1.201,4.78,14
Cobbler,"Cobbler, rhubarb",53410900,46.74,1,6.2,2.37,33.11,42.84,2.764,1.891,1.549,6.68,31
Crisp,"Crisp, apple, apple dessert",53415100,30.68,0,5.6,2.09,19.91,62.95,1.446,1.211,0.687,3.54,29
Fritter,"Fritter, apple",53415120,34.75,79,60.7,6.46,14.01,33.65,9.779,6.582,6.454,24.46,53
Fritter,"Fritter, banana",53415200,34.42,54,47.1,5.05,14.25,38.22,8.646,5.815,5.49,21.34,54
Fritter,"Fritter, berry",53415220,31.37,65,52.3,5.62,12.88,40.4,8.904,5.993,5.625,21.95,64
Crisp,"Crisp, blueberry",53415300,40.87,0,6.7,1.87,27.76,46.5,4.73,3.08,1.87,10.14,100
Crisp,"Crisp, cherry",53415400,45.65,0,4.5,1.68,29.73,43.52,3.234,1.955,1.751,7.5,79
Crisp,"Crisp, peach",53415500,38.17,0,6.7,1.71,28.9,52,3.232,2.086,1.271,6.88,81
Cream puff,"Cream puff, eclair, custard or cream filled, NS as to icing",53420000,10.52,131,50,4.5,2.36,59.72,6.631,1.305,14.871,24.36,262
Cream puff,"Cream puff, eclair, custard or cream filled, not iced",53420100,12.49,135,58.6,4.92,2.22,60.24,5.997,1.237,12.774,21.35,224
Cream puff,"Cream puff, eclair, custard or cream filled, iced",53420200,37.43,66,44.2,4.41,22.05,38.64,6.07,4.173,7.055,18.52,23
Cream puff,"Cream puff, eclair, custard or cream filled, iced, reduced fat",53420210,41.72,45,29.6,3.46,33.44,46.45,2.852,2.554,1.302,7.14,19
Cream puff,"Cream puff, no filling or icing",53420250,22.8,171,114.4,9,0.25,40.5,11.128,7.38,5.599,25.9,288
Air filled fritter or fried puff,"Air filled fritter or fried puff, without syrup, Puerto Rican style",53420300,50.21,126,89,6.46,33.95,17.67,10.698,7.347,4.652,23.75,211
Wheat flour fritter,"Wheat flour fritter, without syrup",53420310,19.5,149,105.1,7.64,0.22,30.61,18.077,11.684,9.451,41.23,250
Sopaipilla,"Sopaipilla, without syrup or honey",53420400,40.93,0,5.3,5.49,0.14,30.49,8.036,5.67,4.928,19.91,0
Sopaipilla with syrup or honey,Sopaipilla with syrup or honey,53420410,51.31,0,4.5,4.16,20.88,26.06,6.489,4.567,3.976,16.06,0
Crepe,"Crepe, NS as to filling",53430000,26.37,67,52.2,4.56,16.25,61.21,2.934,1.796,1.741,6.95,91
Crepe,"Crepe, chocolate filled",53430100,22.8,58,47.6,4.85,12.28,64.85,3.068,0.905,1.816,6.37,63
Crepe,"Crepe, fruit filled",53430200,26.38,67,52.2,4.56,16.25,61.2,2.935,1.797,1.741,6.95,91
Tamale,"Tamale, sweet",53430700,35.61,0,2.3,2.22,15.44,48.45,5.02,3.692,3.029,12.57,0
Tamale,"Tamale, sweet, with fruit",53430750,30.26,0,3.7,1.79,14.7,58.47,3.377,2.495,2.053,8.5,1
Strudel,"Strudel, apple",53440000,41.1,6,17.4,3.3,25.75,43.5,3.267,5.315,2.044,11.2,6
Strudel,"Strudel, berry",53440300,46.11,15,16.6,3.46,26.95,43.44,2.72,1.905,1.211,6.27,60
Strudel,"Strudel, cherry",53440500,43.14,12,15.8,4.23,27.66,41.78,2.866,5.166,1.458,10.06,65
Strudel,"Strudel, cheese",53440600,39.9,60,30.1,8,21.12,39.03,3.728,1.681,5.285,11.69,129
Strudel,"Strudel, peach",53440700,38,13,15,3.14,23.2,52.87,2.28,1.567,1.003,5.22,63
Strudel,"Strudel, cheese and fruit",53440800,31.27,39,22.1,5.51,18.46,54.36,2.453,1.122,3.472,7.73,85
Baklava,Baklava,53441110,38.58,47,14.1,5.62,13.14,27.09,8.143,4.704,12.569,27.23,150
Basbousa,Basbousa,53441210,44.07,3,7.6,4.15,30.4,42.38,3.289,2.174,2.361,8.46,13
Turnover or dumpling,"Turnover or dumpling, apple",53450000,43.55,0,4.5,3.64,15.81,33.67,7.329,5.123,4.453,18.08,4
Turnover or dumpling,"Turnover or dumpling, berry",53450300,45.37,0,5.8,3.77,16.18,32.1,7.13,5.029,4.359,17.69,1
Turnover or dumpling,"Turnover or dumpling, cherry",53450500,39.97,0,4.9,3.27,16.45,40.68,6.147,4.284,3.708,15.11,20
Turnover or dumpling,"Turnover or dumpling, lemon",53450800,37,51,34.1,3.47,14.11,42.88,6.462,4.293,3.953,15.67,29
Turnover or dumpling,"Turnover or dumpling, peach",53451000,43.34,0,6,3.95,14.94,34.9,6.701,4.711,4.09,16.61,8
Turnover,"Turnover, guava",53451500,37.44,0,6.7,3.98,14.85,41.14,6.542,4.682,3.99,16.28,24
Turnover,"Turnover, pumpkin",53451750,25.5,39,31.7,5.56,8.35,53.48,5.55,3.398,4.48,14.36,301
Pastry,"Pastry, fruit-filled",53452100,54.3,17,20.5,4.57,25.93,20.4,8.823,5.533,3.797,19.36,23
Pastry,"Pastry, made with bean or lotus seed paste filling, baked",53452120,67.71,45,38.4,6.8,36.51,20.6,1.056,1.861,0.851,4.21,19
Pastry,"Pastry, made with bean paste and salted egg yolk filling, baked",53452130,57.1,222,143.7,8.38,30.56,24.45,2.878,2.268,2.335,8.03,81
Pastry,"Pastry, Chinese, made with rice flour",53452150,45.16,0,2.9,2.46,19.09,45.93,1.864,2.956,0.875,6.04,0
Pastry,"Pastry, cookie type, fried",53452170,35.42,102,61.1,5.79,12.84,32.77,9.273,7.027,7.617,25.24,111
Pastry,"Pastry, Italian, with cheese",53452200,34.86,38,18.8,7.38,13.08,45.9,2.712,2.043,5.131,10.81,81
Pastry,"Pastry, puff",53452400,45.7,0,6.2,7.4,0.75,7.4,8.828,22.228,5.502,38.5,0
Pastry,"Pastry, puff, custard or cream filled, iced or not iced",53452420,29.89,39,18.7,5.86,4.7,33.6,7.051,12.86,8.191,29.78,102
Cheese pastry puffs,Cheese pastry puffs,53452450,13.03,111,66,9.27,0.25,56.32,7.713,4.275,5.851,19.36,207
Pastry,"Pastry, mainly flour and water, fried",53452500,59.25,0,7.5,7.75,15.68,12.54,6.064,6.498,4.197,18.11,0
Empanada,"Empanada, Mexican turnover, fruit-filled",53453150,42.17,10,6.6,4.7,6.96,35.15,5.995,3.726,5.423,16.25,32
Empanada,"Empanada,  Mexican turnover, pumpkin",53453170,41.7,0,7.3,4.57,8.78,40.36,4.637,3.305,2.894,11.63,240
Breakfast pastry,"Breakfast pastry, NFS",53500100,47.8,114,21.8,5.4,27.53,27.1,10.026,2.364,4.86,18.5,15
Danish pastry,"Danish pastry, plain or spice",53510000,44.6,21,21.8,7,19.78,24.3,12.515,2.933,5.681,22.4,6
Danish pastry,"Danish pastry, with fruit",53510100,47.8,114,21.8,5.4,27.53,27.1,10.026,2.364,4.86,18.5,15
Danish pastry,"Danish pastry, with cheese",53511000,37.2,23,20.1,8,6.95,31.4,11.313,2.575,6.794,21.9,35
Doughnut,"Doughnut, NFS",53520000,49.52,20,31.8,5.52,23.51,20.62,7.567,3.601,9.852,22.86,4
Doughnut,"Doughnut, cake type, plain",53520100,47.06,10,37.3,5.31,18.15,20.82,8.544,3.915,11.105,24.93,4
Doughnut,"Doughnut, chocolate",53520120,51.95,7,28.6,5.2,26.05,18.48,7.542,4.491,9.276,22.44,3
Doughnut,"Doughnut, cake type, powdered sugar",53520130,51.12,9,34.4,4.9,24.28,19.24,7.887,3.614,10.251,23.01,4
Doughnut,"Doughnut, cake type, with icing",53520135,51.23,8,30.3,4.25,27.14,19.67,7.807,4.722,9.479,23.19,3
Doughnut,"Doughnut, cake type, chocolate icing",53520140,50.29,8,31.2,4.47,26.06,20.06,8.639,3.577,9.989,23.46,3
Doughnut,"Doughnut, chocolate, with chocolate icing",53520160,51.01,7,29.5,5.42,24.97,18.87,8.374,3.346,9.787,22.72,3
Doughnut holes,Doughnut holes,53520170,49.52,20,31.8,5.52,23.51,20.62,7.567,3.601,9.852,22.86,4
Churros,Churros,53520200,48.87,29,28.6,6.05,23.38,21.63,7.09,3.509,9.247,22.21,5
Beignet,Beignet,53520510,53.69,27,25.9,5.46,31.09,19.58,6.443,3.189,8.403,20.18,4
Doughnut,"Doughnut, yeast type",53521110,47.93,30,29.1,6.14,22.75,22,7.248,3.588,9.453,22.7,5
Doughnut,"Doughnut, yeast type, with chocolate icing",53521130,50.98,24,24.7,5.13,29.74,21,7.602,3.316,8.668,21.68,4
Doughnut,"Doughnut, jelly",53521140,52.33,24,25.3,4.94,28.44,23.55,5.799,2.871,7.563,18.16,4
Doughnut,"Doughnut, custard-filled",53521210,42.86,24,24.5,5.2,21.59,31.93,6.256,2.888,7.766,18.92,4
Doughnut,"Doughnut, custard-filled, with icing",53521230,46.25,20,21.6,4.52,27.61,29.44,6.716,2.778,7.392,18.7,4
Breakfast tart,Breakfast tart,53530000,71.83,0,8.4,4.01,31,14.04,2.186,3.36,3.091,9.02,202
Breakfast tart,"Breakfast tart, lowfat",53530010,76.8,0,8.4,3.99,4.87,12.04,3.338,0.878,1.393,5.99,285
Coffee cake,"Coffee cake, crumb or quick-bread type",53610100,51.23,57,29.8,6.39,26.55,22.74,3.858,4.915,7.591,17.67,113
Coffee cake,"Coffee cake, crumb or quick-bread type, with fruit",53610170,50.14,36,19.9,4.13,33.79,33.12,2.453,3.133,4.829,11.31,72
Coffee cake,"Coffee cake, crumb or quick-bread type, cheese-filled",53610200,45.02,57,27.7,6.72,22.81,29.46,3.714,4.277,7.613,16.9,117
Cereal or granola bar (General Mills Fiber One Chewy Bar),Cereal or granola bar (General Mills Fiber One Chewy Bar),53710400,69.82,0,12.4,5,25,12.04,3.522,2.334,3.397,10,0
Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),53710500,67.61,0,11.2,4.22,28.98,16.7,1.989,4.544,1.442,8.67,604
Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),53710502,67.61,0,11.2,4.22,28.98,16.7,1.989,4.544,1.442,8.67,604
Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),53710504,66.72,0,24,9.38,32.45,11.26,5.705,2.581,1.93,10.93,267
Milk 'n Cereal bar,Milk 'n Cereal bar,53710600,72.05,6,31,6.47,45.97,8.69,1.186,0.239,9.114,10.98,188
Cereal or granola bar (Kellogg's Special K bar),Cereal or granola bar (Kellogg's Special K bar),53710700,72.73,0,22.4,9.09,31.8,7.5,6.567,2.049,0,9.09,0
Cereal or granola bar (Kashi Chewy),Cereal or granola bar (Kashi Chewy),53710800,63.42,6,48.4,16.67,42.31,9.23,2.558,1.228,3.227,7.69,17
Cereal or granola bar (Kashi Crunchy),Cereal or granola bar (Kashi Crunchy),53710802,53.26,0,46.7,18.57,17.14,9.34,9.486,4.181,1.213,15.71,2
Cereal or granola bar (KIND Fruit and Nut Bar),Cereal or granola bar (KIND Fruit and Nut Bar),53710810,44.3,0,37.4,13.69,22.56,7.86,19.004,7.487,3.834,31.89,0
Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),53710900,72.27,0,28.6,5.71,42.86,9.3,4.585,4.028,1.435,11.43,302
Cereal or granola bar,"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)",53710902,74.29,0,19.6,5.71,40,7.18,6.372,3.476,1.372,11.43,475
Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),53710904,61.14,0,49.1,9.14,33.14,3.7,9.083,5.141,6.857,22.86,142
Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),53710906,64.4,0,22,10.1,28.57,3.9,4.38,12.05,2.37,19.8,2
Cereal or granola bar (Quaker Chewy Granola Bar),Cereal or granola bar (Quaker Chewy Granola Bar),53711000,70.2,0,16.7,5.65,28.92,6.45,6.967,1.576,6.061,16.57,0
Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),53711002,79.17,0,24.4,4.17,29.17,6.23,2.945,1.929,2.083,8.33,3
Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),53711004,69.4,0,15.5,5.55,20.8,11.65,5.303,1.44,5.008,12.5,0
Cereal or granola bar (Quaker Chewy Dipps Granola Bar),Cereal or granola bar (Quaker Chewy Dipps Granola Bar),53711006,64.96,0,20.2,7.52,37.61,5.56,3.499,7.051,8.693,20.42,4
Cereal or granola bar (Quaker Granola Bites),Cereal or granola bar (Quaker Granola Bites),53711100,66.27,0,31.2,7.17,30,7.88,3.194,2.546,9.888,17.5,2
Snack bar,"Snack bar, oatmeal",53712000,75.47,36,47.3,6.67,31.54,9.86,1.531,2.559,1.299,6.67,236
Cereal or Granola bar,"Cereal or Granola bar, NFS",53712100,64.4,0,22,10.1,28.57,3.9,4.38,12.05,2.37,19.8,2
Cereal or granola bar,"Cereal or granola bar, lowfat, NFS",53712200,79.17,0,24.4,4.17,29.17,6.23,2.945,1.929,2.083,8.33,3
Cereal or granola bar,"Cereal or granola bar, nonfat",53712210,77.6,0,22.6,5.9,45.24,13.7,0.24,0.35,0.2,0.9,1
Cereal or granola bar,"Cereal or granola bar, reduced sugar, NFS",53713000,69.4,0,15.5,5.55,20.8,11.65,5.303,1.44,5.008,12.5,0
Cereal or granola bar,"Cereal or granola bar, fruit and nut",53713010,44.3,0,37.4,13.69,22.56,7.86,19.004,7.487,3.834,31.89,0
Cereal or granola bar,"Cereal or granola bar, peanuts , oats, sugar, wheat germ",53713100,64.4,0,22,10.1,28.57,3.9,4.38,12.05,2.37,19.8,2
Cereal or granola bar,"Cereal or granola bar, chocolate coated, NFS",53714200,64.96,0,20.2,7.52,37.61,5.56,3.499,7.051,8.693,20.42,4
